age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
39,Private,Some-college,10,Married,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
49,Private,Doctorate,16,Married,Prof-specialty,Husband,Other,Male,50,United-States,>50K
41,Private,HS-grad,9,Married,Other-service,Husband,Asian-Pac-Islander,Male,40,China,<=50K
35,Private,Some-college,10,Married,Adm-clerical,Husband,White,Male,38,United-States,<=50K
40,Self-employed,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K
30,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
25,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,37,United-States,<=50K
25,Private,Some-college,10,Married,Adm-clerical,Husband,Black,Male,36,United-States,>50K
37,Private,Masters,14,Married,Adm-clerical,Husband,White,Male,50,United-States,>50K
53,Self-employed,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,60,United-States,>50K
34,Self-employed,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,25,United-States,<=50K
22,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,40,?,<=50K
18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K
52,?,Masters,14,Married,?,Wife,White,Female,40,United-States,>50K
45,Private,HS-grad,9,Divorced,Sales,Unmarried,Black,Male,40,United-States,<=50K
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
33,Self-employed,Bachelors,13,Married,Sales,Husband,White,Male,65,United-States,<=50K
45,Public,Some-college,10,Married,Adm-clerical,Husband,White,Male,40,United-States,<=50K
43,Public,Bachelors,13,Married,Exec-managerial,Husband,White,Male,35,United-States,>50K
40,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,35,United-States,<=50K
41,Self-employed,Bachelors,13,Married,Farming-fishing,Husband,White,Male,75,United-States,>50K
25,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
22,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,32,United-States,<=50K
52,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,45,United-States,<=50K
45,Public,Some-college,10,Married,Adm-clerical,Husband,White,Male,40,Puerto-Rico,>50K
32,Public,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,70,United-States,<=50K
26,Private,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,20,United-States,<=50K
24,Private,Some-college,10,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,<=50K
37,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K
49,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
43,Public,Masters,14,Married,Prof-specialty,Husband,White,Male,50,United-States,<=50K
35,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
37,Private,Prof-school,15,Married,Prof-specialty,Husband,White,Male,50,United-States,>50K
17,Private,11th,7,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K
48,Private,HS-grad,9,Married,Transport-moving,Husband,White,Male,55,United-States,>50K
40,?,Masters,14,Divorced,?,Own-child,White,Female,55,United-States,<=50K
26,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
35,Private,Bachelors,13,Married,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K
21,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,15,United-States,<=50K
54,Private,10th,6,Divorced,Other-service,Not-in-family,White,Male,70,United-States,<=50K
40,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
51,Private,Some-college,10,Separated,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K
60,Self-employed,HS-grad,9,Married,Other-service,Wife,Black,Female,50,United-States,<=50K
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,8,United-States,<=50K
20,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K
21,Private,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
43,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,44,United-States,<=50K
36,Private,Bachelors,13,Married,Craft-repair,Husband,White,Male,50,United-States,>50K
65,Public,HS-grad,9,Married,Adm-clerical,Husband,White,Male,40,United-States,>50K
48,Private,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
37,Private,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,60,Iran,>50K
20,Private,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
41,Public,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
55,Self-employed,9th,5,Married,Craft-repair,Husband,White,Male,50,United-States,<=50K
39,Public,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
41,Public,Some-college,10,Married,Transport-moving,Wife,White,Female,40,United-States,>50K
80,Private,Assoc-voc,11,Married,Craft-repair,Husband,White,Male,24,United-States,<=50K
59,Public,10th,6,Married,Farming-fishing,Husband,White,Male,40,United-States,<=50K
52,Private,11th,7,Married,Craft-repair,Husband,White,Male,40,United-States,>50K
39,Private,Bachelors,13,Married,Exec-managerial,Husband,White,Male,50,United-States,>50K
56,Self-employed,Some-college,10,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,50,United-States,<=50K
69,Public,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Black,Female,20,United-States,<=50K
49,Private,Bachelors,13,Married,Exec-managerial,Husband,White,Male,50,United-States,>50K
33,Private,HS-grad,9,Married,Exec-managerial,Husband,White,Male,40,United-States,<=50K
28,Self-employed,HS-grad,9,Married,Exec-managerial,Husband,White,Male,45,United-States,>50K
49,Private,Some-college,10,Married,Exec-managerial,Husband,White,Male,40,United-States,>50K
51,Public,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,40,United-States,<=50K
42,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,32,United-States,<=50K
66,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,13,United-States,<=50K
44,Private,Assoc-voc,11,Separated,Craft-repair,Other-relative,White,Male,48,United-States,>50K
26,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,40,United-States,<=50K
43,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
28,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
25,?,Bachelors,13,Never-married,?,Own-child,White,Female,30,United-States,<=50K
17,Private,11th,7,Never-married,Sales,Own-child,White,Female,8,United-States,<=50K
52,Private,Bachelors,13,Married,Craft-repair,Husband,White,Male,50,United-States,>50K
34,?,HS-grad,9,Separated,?,Own-child,White,Female,8,United-States,<=50K
24,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
41,?,Bachelors,13,Married-spouse-absent,?,Not-in-family,White,Male,30,United-States,<=50K
65,Private,Some-college,10,Widowed,Sales,Other-relative,White,Female,45,United-States,<=50K
36,Self-employed,Some-college,10,Married,Craft-repair,Husband,White,Male,40,United-States,>50K
19,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,30,United-States,<=50K
43,Private,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Male,45,Mexico,<=50K
39,Public,Masters,14,Married,Prof-specialty,Wife,White,Female,50,England,>50K
48,Private,11th,7,Married,Transport-moving,Husband,White,Male,40,United-States,>50K
50,Public,Assoc-voc,11,Married,Protective-serv,Husband,White,Male,40,United-States,>50K
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,25,United-States,<=50K
36,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
33,Private,HS-grad,9,Married,Other-service,Husband,Black,Male,36,Haiti,<=50K
50,Public,Bachelors,13,Married,Exec-managerial,Husband,White,Male,40,United-States,<=50K
49,Public,Masters,14,Married,Sales,Husband,White,Male,80,United-States,>50K
34,Private,Bachelors,13,Never-married,Sales,Unmarried,Black,Male,45,?,<=50K
70,Self-employed,Doctorate,16,Married,Exec-managerial,Husband,White,Male,40,United-States,>50K
39,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
44,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
32,Private,Bachelors,13,Married,Tech-support,Wife,White,Female,40,United-States,>50K
40,Private,9th,5,Never-married,Craft-repair,Other-relative,Black,Male,49,United-States,<=50K
46,Private,HS-grad,9,Married,Craft-repair,Husband,Black,Male,40,United-States,>50K
21,?,Some-college,10,Never-married,?,Own-child,White,Male,20,United-States,<=50K
40,Private,Bachelors,13,Married,Other-service,Wife,Asian-Pac-Islander,Female,52,Japan,>50K
47,Private,11th,7,Divorced,Craft-repair,Own-child,White,Male,8,United-States,<=50K
19,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,30,United-States,<=50K
22,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,16,United-States,<=50K
20,Private,Some-college,10,Never-married,Protective-serv,Own-child,White,Female,16,United-States,<=50K
46,Public,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,25,United-States,>50K
41,Private,Bachelors,13,Married,Prof-specialty,Husband,White,Male,45,United-States,>50K
17,Private,10th,6,Never-married,Prof-specialty,Own-child,Other,Female,15,United-States,<=50K
41,Private,HS-grad,9,Married,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K
28,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
20,?,Some-college,10,Never-married,?,Own-child,White,Male,25,United-States,<=50K
24,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
33,Private,Some-college,10,Married,Exec-managerial,Husband,White,Male,50,United-States,<=50K
44,Public,Some-college,10,Married,Exec-managerial,Husband,White,Male,55,United-States,>50K
26,Self-employed,HS-grad,9,Never-married,Prof-specialty,Own-child,Black,Female,40,United-States,<=50K
47,Self-employed,Assoc-voc,11,Married,Sales,Husband,White,Male,40,United-States,>50K
24,Private,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
58,Public,Bachelors,13,Married,Exec-managerial,Husband,Black,Male,40,United-States,>50K
41,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,60,United-States,<=50K
38,Self-employed,7th-8th,4,Married,Sales,Husband,White,Male,35,United-States,>50K
21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
33,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,45,United-States,<=50K
23,?,Some-college,10,Never-married,?,Own-child,White,Female,32,United-States,<=50K
40,Private,10th,6,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K
47,Public,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
41,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,<=50K
38,Private,Bachelors,13,Married,Farming-fishing,Husband,White,Male,50,United-States,<=50K
50,Private,7th-8th,4,Divorced,Other-service,Other-relative,White,Female,40,United-States,<=50K
45,Private,HS-grad,9,Married-spouse-absent,Farming-fishing,Other-relative,Black,Male,40,United-States,<=50K
65,?,Bachelors,13,Married,?,Husband,White,Male,40,Italy,>50K
33,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
34,Public,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
65,Private,Masters,14,Divorced,Sales,Not-in-family,White,Male,28,United-States,<=50K
24,Private,11th,7,Never-married,Transport-moving,Own-child,White,Male,39,United-States,<=50K
26,Private,Bachelors,13,Never-married,Machine-op-inspct,Other-relative,White,Male,40,United-States,<=50K
55,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
66,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,8,Cuba,<=50K
43,Public,Bachelors,13,Married,Prof-specialty,Husband,White,Male,40,United-States,<=50K
37,Private,Bachelors,13,Never-married,Adm-clerical,Other-relative,Black,Female,40,United-States,<=50K
22,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
21,Private,11th,7,Married,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
69,?,Prof-school,15,Married,?,Wife,White,Female,25,?,<=50K
27,Private,Masters,14,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
48,Private,HS-grad,9,Married,Adm-clerical,Husband,White,Male,45,United-States,>50K
24,Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
18,Never-worked,11th,7,Never-married,?,Own-child,White,Female,10,United-States,<=50K
53,Public,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,30,United-States,<=50K
26,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,Poland,<=50K
60,Private,Some-college,10,Married,Sales,Husband,White,Male,40,United-States,>50K
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,60,United-States,<=50K
39,Private,5th-6th,3,Married,Other-service,Husband,White,Male,40,Mexico,<=50K
45,Private,Some-college,10,Married,Exec-managerial,Husband,White,Male,60,United-States,>50K
76,Self-employed,HS-grad,9,Married,Craft-repair,Husband,White,Male,30,United-States,<=50K
19,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,30,United-States,<=50K
34,Private,Some-college,10,Married,Prof-specialty,Husband,Black,Male,40,Jamaica,>50K
54,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
23,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
44,Public,7th-8th,4,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
27,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
23,Private,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,40,United-States,<=50K
37,Self-employed,HS-grad,9,Married,Farming-fishing,Husband,White,Male,50,United-States,<=50K
41,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,>50K
21,Public,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,<=50K
37,Public,HS-grad,9,Married,Adm-clerical,Husband,White,Male,40,England,>50K
63,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
35,Private,11th,7,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
47,Private,9th,5,Married,Machine-op-inspct,Husband,Black,Male,56,?,<=50K
41,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K
50,Self-employed,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,60,Vietnam,<=50K
26,Self-employed,HS-grad,9,Never-married,Sales,Own-child,White,Male,50,United-States,<=50K
36,Public,Some-college,10,Married,Tech-support,Husband,White,Male,42,United-States,>50K
47,Private,Some-college,10,Married,Prof-specialty,Husband,White,Male,40,Scotland,>50K
51,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,50,United-States,<=50K
41,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Other,Female,40,United-States,<=50K
40,Private,Prof-school,15,Married,Prof-specialty,Wife,White,Female,30,United-States,>50K
32,Private,Bachelors,13,Married,Exec-managerial,Husband,White,Male,50,United-States,<=50K
37,Public,Bachelors,13,Married,Adm-clerical,Husband,White,Male,40,United-States,>50K
40,Self-employed,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
56,Private,Bachelors,13,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
50,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
28,Private,9th,5,Married,Machine-op-inspct,Husband,White,Male,42,United-States,<=50K
28,Private,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
19,Self-employed,11th,7,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,<=50K
44,Private,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
42,Self-employed,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,44,United-States,>50K
47,Private,Some-college,10,Married,Exec-managerial,Husband,White,Male,40,United-States,>50K
31,Private,Some-college,10,Married,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
61,Private,11th,7,Married,Other-service,Husband,White,Male,40,United-States,>50K
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
26,Private,Bachelors,13,Married,Other-service,Husband,White,Male,45,United-States,>50K
58,Private,HS-grad,9,Married,Adm-clerical,Wife,White,Female,40,United-States,>50K
35,Private,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,<=50K
35,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
29,Public,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
40,Private,Masters,14,Married,Prof-specialty,Husband,White,Male,40,United-States,>50K
33,Private,Bachelors,13,Married,Sales,Husband,White,Male,55,United-States,>50K
38,Self-employed,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,40,United-States,<=50K
50,Self-employed,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,50,United-States,<=50K
66,Private,Some-college,10,Married,Tech-support,Husband,White,Male,40,United-States,>50K
36,Public,Some-college,10,Married,Protective-serv,Husband,White,Male,40,United-States,>50K
33,Private,11th,7,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K
55,Public,Masters,14,Married,Exec-managerial,Husband,White,Male,60,United-States,>50K
46,Private,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
36,Private,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
41,?,12th,8,Divorced,?,Not-in-family,White,Female,40,Canada,<=50K
30,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,32,United-States,<=50K
29,Private,12th,8,Never-married,Exec-managerial,Not-in-family,White,Male,42,England,<=50K
60,?,Some-college,10,Widowed,?,Not-in-family,Black,Female,40,United-States,<=50K
24,Private,HS-grad,9,Separated,Sales,Unmarried,White,Female,48,United-States,<=50K
42,Self-employed,Some-college,10,Separated,Other-service,Unmarried,Black,Female,50,United-States,<=50K
26,Private,HS-grad,9,Separated,Exec-managerial,Own-child,White,Female,40,United-States,<=50K
37,Private,Bachelors,13,Married,Prof-specialty,Husband,White,Male,40,United-States,<=50K
27,Private,5th-6th,3,Never-married,Farming-fishing,Unmarried,White,Male,48,Guatemala,<=50K
26,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,48,United-States,<=50K
23,Private,Assoc-voc,11,Never-married,Craft-repair,Unmarried,White,Male,50,United-States,<=50K
60,Private,Masters,14,Married,Exec-managerial,Husband,White,Male,60,United-States,>50K
49,Public,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
46,Private,Some-college,10,Married,Adm-clerical,Husband,White,Male,40,United-States,<=50K
21,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
48,Self-employed,Prof-school,15,Married,Craft-repair,Husband,White,Male,60,United-States,<=50K
70,Self-employed,9th,5,Divorced,Sales,Not-in-family,White,Male,45,United-States,<=50K
44,Public,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,55,United-States,<=50K
58,Private,Bachelors,13,Married,Sales,Husband,White,Male,40,United-States,<=50K
41,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,Black,Female,40,Jamaica,<=50K
54,Private,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K
42,Self-employed,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,60,India,>50K
28,Private,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
65,Private,11th,7,Married,Handlers-cleaners,Husband,White,Male,20,United-States,<=50K
35,Self-employed,HS-grad,9,Married,Craft-repair,Other-relative,White,Male,35,Ireland,<=50K
82,Private,5th-6th,3,Widowed,Other-service,Unmarried,White,Male,20,United-States,<=50K
48,Self-employed,Some-college,10,Married,Transport-moving,Husband,White,Male,50,United-States,>50K
44,Private,Doctorate,16,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,Japan,>50K
68,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K
42,Private,HS-grad,9,Married,Other-service,Husband,White,Male,40,United-States,<=50K
24,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,37,United-States,<=50K
54,Private,Some-college,10,Married,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K
22,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
43,Self-employed,Some-college,10,Married,Farming-fishing,Husband,White,Male,84,United-States,<=50K
17,Private,9th,5,Never-married,Other-service,Own-child,White,Female,35,United-States,<=50K
46,Self-employed,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,50,United-States,<=50K
59,Private,Some-college,10,Married,Tech-support,Husband,White,Male,40,United-States,>50K
37,Private,HS-grad,9,Married,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
70,?,HS-grad,9,Married,?,Husband,White,Male,24,United-States,<=50K
57,Self-employed,HS-grad,9,Married,Sales,Husband,White,Male,30,United-States,>50K
47,?,HS-grad,9,Married,?,Not-in-family,White,Female,35,United-States,<=50K
31,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,24,United-States,<=50K
23,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
17,Private,12th,8,Never-married,Other-service,Own-child,White,Female,25,United-States,<=50K
63,Private,Preschool,1,Married,Prof-specialty,Husband,Other,Male,30,Mexico,<=50K
44,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,55,United-States,>50K
30,Private,Prof-school,15,Married,Prof-specialty,Husband,White,Male,60,United-States,>50K
23,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,20,United-States,<=50K
44,Private,Masters,14,Married,Prof-specialty,Husband,White,Male,60,United-States,>50K
24,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K
34,Private,Some-college,10,Never-married,Handlers-cleaners,Other-relative,White,Male,20,United-States,<=50K
37,Private,Some-college,10,Married,Craft-repair,Husband,White,Male,65,United-States,<=50K
24,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K
32,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Female,40,United-States,<=50K
42,Self-employed,HS-grad,9,Married,Craft-repair,Husband,Black,Male,25,Jamaica,<=50K
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,10,United-States,<=50K
34,Public,Some-college,10,Married,Prof-specialty,Husband,Black,Male,40,United-States,>50K
37,Private,Some-college,10,Never-married,Transport-moving,Unmarried,White,Female,20,Puerto-Rico,<=50K
47,Public,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
25,Private,9th,5,Never-married,Farming-fishing,Other-relative,White,Male,45,Mexico,<=50K
36,Self-employed,HS-grad,9,Married,Farming-fishing,Husband,White,Male,65,United-States,>50K
60,Private,HS-grad,9,Married,Sales,Husband,White,Male,50,United-States,<=50K
64,Self-employed,HS-grad,9,Married,Craft-repair,Husband,White,Male,10,United-States,<=50K
32,Public,Bachelors,13,Married,Adm-clerical,Wife,White,Female,40,United-States,<=50K
33,Public,10th,6,Married,Other-service,Husband,White,Male,40,United-States,<=50K
71,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,14,United-States,<=50K
55,Public,Some-college,10,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K
85,Self-employed,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,50,United-States,<=50K
57,Self-employed,7th-8th,4,Married,Prof-specialty,Husband,White,Male,40,?,<=50K
39,Private,Prof-school,15,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,67,India,>50K
25,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,55,United-States,<=50K
58,Private,Some-college,10,Married,Craft-repair,Husband,White,Male,40,United-States,>50K
57,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
30,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,36,United-States,<=50K
19,Private,11th,7,Divorced,Sales,Unmarried,White,Female,20,United-States,<=50K
40,Private,Some-college,10,Married,Prof-specialty,Husband,White,Male,40,United-States,>50K
28,Private,HS-grad,9,Never-married,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K
43,Public,Bachelors,13,Married,Prof-specialty,Husband,White,Male,40,United-States,<=50K
40,?,HS-grad,9,Married,?,Wife,White,Female,35,United-States,>50K
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,15,United-States,<=50K
24,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,38,United-States,<=50K
34,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,65,United-States,>50K
22,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K
64,Self-employed,Assoc-voc,11,Married,Farming-fishing,Husband,White,Male,55,United-States,<=50K
55,?,7th-8th,4,Married,?,Husband,White,Male,40,?,<=50K
26,Private,11th,7,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
80,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,16,United-States,<=50K
79,Public,Doctorate,16,Widowed,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
58,Self-employed,Bachelors,13,Married,Exec-managerial,Husband,White,Male,40,United-States,>50K
43,Private,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,40,United-States,<=50K
43,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,>50K
46,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,25,United-States,<=50K
35,Private,HS-grad,9,Married,Exec-managerial,Wife,White,Female,40,United-States,>50K
51,Private,Assoc-voc,11,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
52,Public,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,60,United-States,>50K
43,Self-employed,Bachelors,13,Married,Sales,Husband,White,Male,60,United-States,>50K
68,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,45,United-States,<=50K
34,Public,Bachelors,13,Married,Prof-specialty,Wife,White,Female,45,United-States,>50K
37,Private,Bachelors,13,Married,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Cambodia,>50K
22,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Female,40,United-States,<=50K
32,Private,HS-grad,9,Married,Transport-moving,Husband,White,Male,55,United-States,<=50K
65,Self-employed,10th,6,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
28,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,60,United-States,<=50K
