age,workclass,education-num,marital-status,occupation,race,sex,hours-per-week,income
49.0,Private,9,Married,Transport-moving,White,Male,50,>50K
55.0,Private,9,Separated,Handlers-cleaners,White,Male,40,<=50K
25.0,Private,13,Never-married,Exec-managerial,White,Male,35,<=50K
46.0,Private,13,Married,Transport-moving,White,Male,40,>50K
54.0,Self-employed,10,Divorced,Sales,White,Female,35,<=50K
53.0,Self-employed,14,Married,Exec-managerial,White,Male,40,>50K
47.0,Public,13,Married,Prof-specialty,White,Male,40,>50K
75.0,Self-employed,10,Married-spouse-absent,Craft-repair,White,Male,30,<=50K
49.0,Private,4,Never-married,Other-service,White,Male,35,<=50K
90.0,Private,14,Never-married,Exec-managerial,White,Female,40,<=50K
27.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
38.0,Private,11,Married,Handlers-cleaners,White,Male,50,<=50K
39.0,Self-employed,13,Married,Exec-managerial,White,Male,50,>50K
34.0,Private,9,Married,Handlers-cleaners,Black,Male,40,<=50K
29.0,Private,9,Married,Machine-op-inspct,White,Male,30,>50K
29.0,Private,10,Married,Handlers-cleaners,White,Male,40,<=50K
24.0,Private,3,Never-married,Machine-op-inspct,White,Male,40,<=50K
47.0,Private,14,Separated,Machine-op-inspct,Asian-Pac-Islander,Female,42,<=50K
49.0,Private,9,Divorced,Craft-repair,White,Male,40,<=50K
37.0,Private,2,Never-married,Other-service,White,Female,48,<=50K
23.0,Private,9,Married,Sales,White,Male,40,<=50K
22.0,Private,10,Never-married,Tech-support,White,Female,40,<=50K
55.0,Private,10,Divorced,Tech-support,White,Male,40,<=50K
38.0,Private,13,Divorced,Adm-clerical,Asian-Pac-Islander,Female,40,<=50K
61.0,Public,10,Married,Adm-clerical,White,Male,40,>50K
37.0,Private,9,Married,Adm-clerical,White,Female,40,>50K
52.0,Private,10,Widowed,Sales,White,Female,40,<=50K
51.0,Public,9,Married,Adm-clerical,White,Male,40,>50K
63.0,Private,14,Divorced,Exec-managerial,White,Female,40,>50K
45.0,Private,13,Married,Farming-fishing,White,Male,60,<=50K
34.0,Self-employed,9,Married,Craft-repair,White,Male,40,>50K
34.0,Private,9,Divorced,Craft-repair,White,Male,38,<=50K
32.0,Self-employed,9,Married,Machine-op-inspct,White,Male,40,<=50K
33.0,Private,10,Never-married,Adm-clerical,White,Male,49,<=50K
50.0,Private,10,Divorced,Machine-op-inspct,Black,Female,40,<=50K
26.0,Private,9,Never-married,Craft-repair,White,Male,36,<=50K
24.0,Private,10,Never-married,Exec-managerial,White,Male,42,<=50K
46.0,Self-employed,12,Separated,Craft-repair,White,Male,40,<=50K
23.0,Private,9,Never-married,Machine-op-inspct,White,Male,40,<=50K
47.0,Public,13,Married,Adm-clerical,White,Male,45,>50K
33.0,Private,9,Married,Handlers-cleaners,White,Male,40,<=50K
40.0,Private,9,Divorced,Adm-clerical,White,Female,40,<=50K
32.0,Private,8,Married,Sales,White,Male,40,>50K
45.0,Private,13,Married,Tech-support,White,Male,50,>50K
50.0,Public,11,Married,Prof-specialty,White,Male,40,<=50K
28.0,Private,9,Married,Transport-moving,White,Male,60,<=50K
23.0,Private,9,Married,Machine-op-inspct,Other,Male,40,<=50K
45.0,Private,11,Divorced,Adm-clerical,Black,Female,40,<=50K
37.0,Public,11,Never-married,Prof-specialty,White,Male,40,>50K
37.0,Public,10,Never-married,Adm-clerical,White,Male,40,<=50K
57.0,Private,3,Married,Other-service,White,Male,40,<=50K
28.0,Self-employed,10,Married,Prof-specialty,White,Male,7,<=50K
22.0,Private,9,Never-married,Other-service,White,Male,20,<=50K
46.0,Public,13,Married,Exec-managerial,White,Male,40,>50K
34.0,Private,10,Married,Exec-managerial,White,Female,40,>50K
22.0,Private,9,Never-married,Sales,White,Female,35,<=50K
20.0,Private,10,Never-married,Farming-fishing,White,Male,60,<=50K
45.0,Private,16,Married,Prof-specialty,Asian-Pac-Islander,Male,45,>50K
49.0,Private,9,Divorced,Exec-managerial,White,Male,50,<=50K
50.0,Private,13,Married,Exec-managerial,White,Male,40,>50K
54.0,Private,10,Married,Prof-specialty,White,Female,40,<=50K
52.0,Public,9,Separated,Other-service,White,Female,35,<=50K
23.0,Private,9,Separated,Exec-managerial,White,Female,42,<=50K
52.0,Private,11,Never-married,Farming-fishing,White,Male,50,<=50K
43.0,Self-employed,10,Married,Farming-fishing,White,Male,99,<=50K
33.0,Private,9,Divorced,Craft-repair,White,Male,40,<=50K
36.0,Private,9,Divorced,Other-service,White,Female,30,<=50K
45.0,Private,9,Married,Machine-op-inspct,Black,Male,40,<=50K
51.0,Self-employed,11,Married,Exec-managerial,White,Male,40,<=50K
24.0,Public,14,Never-married,Adm-clerical,Black,Female,40,<=50K
34.0,Public,16,Never-married,Prof-specialty,White,Female,99,<=50K
19.0,Private,9,Never-married,Other-service,White,Male,40,<=50K
45.0,Public,10,Married,Adm-clerical,White,Male,40,>50K
51.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
34.0,Private,10,Married,Other-service,White,Male,40,<=50K
35.0,Public,13,Never-married,Exec-managerial,White,Male,40,<=50K
37.0,Private,3,Married,Craft-repair,White,Male,40,<=50K
75.0,Private,9,Married,Craft-repair,White,Male,20,<=50K
27.0,Public,10,Separated,Other-service,White,Female,30,<=50K
41.0,Public,10,Married,Transport-moving,White,Female,40,>50K
36.0,Private,16,Never-married,Prof-specialty,White,Male,40,<=50K
39.0,Public,9,Married,Adm-clerical,White,Female,40,<=50K
44.0,Private,15,Married,Prof-specialty,White,Male,50,>50K
36.0,Public,10,Married,Craft-repair,White,Male,40,<=50K
60.0,Private,9,Married,Sales,White,Male,50,<=50K
47.0,Private,9,Married,Other-service,Black,Female,30,<=50K
52.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
63.0,Self-employed,6,Married,Farming-fishing,White,Male,50,<=50K
28.0,Private,13,Never-married,Sales,White,Male,40,<=50K
69.0,Private,10,Married,Sales,White,Male,25,<=50K
45.0,Self-employed,13,Married,Sales,White,Male,60,<=50K
45.0,Public,15,Divorced,Prof-specialty,Black,Male,36,>50K
55.0,Private,10,Married,Prof-specialty,White,Male,40,>50K
27.0,Public,12,Never-married,Protective-serv,White,Male,40,<=50K
44.0,Public,13,Never-married,Prof-specialty,White,Male,60,<=50K
28.0,Private,10,Never-married,Tech-support,White,Male,54,<=50K
20.0,Private,10,Never-married,Other-service,White,Female,16,<=50K
22.0,Private,9,Never-married,Handlers-cleaners,Black,Male,40,<=50K
21.0,Private,9,Never-married,Machine-op-inspct,White,Male,40,<=50K
21.0,Private,9,Never-married,Handlers-cleaners,White,Male,45,<=50K
23.0,Private,9,Never-married,Exec-managerial,White,Male,40,<=50K
37.0,Private,9,Separated,Craft-repair,White,Male,50,<=50K
38.0,Public,9,Married,Adm-clerical,White,Male,45,<=50K
35.0,Private,9,Separated,Transport-moving,White,Male,50,<=50K
41.0,Public,9,Separated,Exec-managerial,Black,Female,40,<=50K
26.0,Public,13,Never-married,Prof-specialty,White,Female,60,<=50K
23.0,Private,9,Never-married,Handlers-cleaners,Black,Female,7,<=50K
40.0,Private,4,Married,Machine-op-inspct,White,Male,40,>50K
35.0,Private,13,Married,Sales,White,Male,40,<=50K
21.0,Private,9,Married,Craft-repair,White,Male,50,<=50K
30.0,Private,13,Never-married,Craft-repair,White,Male,10,<=50K
22.0,Private,10,Never-married,Tech-support,White,Female,43,<=50K
48.0,Private,9,Divorced,Exec-managerial,White,Female,40,<=50K
39.0,Private,9,Married,Transport-moving,White,Male,65,<=50K
64.0,Private,9,Never-married,Exec-managerial,White,Male,3,<=50K
49.0,Private,9,Divorced,Craft-repair,White,Male,40,<=50K
22.0,Private,10,Never-married,Adm-clerical,White,Female,35,<=50K
62.0,Private,9,Widowed,Craft-repair,White,Male,40,<=50K
55.0,Private,9,Married,Craft-repair,White,Male,40,>50K
63.0,Private,7,Married,Sales,White,Male,22,<=50K
39.0,Private,3,Married,Handlers-cleaners,White,Male,40,<=50K
49.0,Private,9,Widowed,Adm-clerical,White,Female,40,<=50K
60.0,Self-employed,9,Divorced,Craft-repair,White,Male,40,<=50K
37.0,Private,10,Married,Craft-repair,White,Male,40,<=50K
51.0,Private,9,Never-married,Other-service,Black,Male,40,<=50K
59.0,Private,10,Married,Exec-managerial,White,Male,40,>50K
43.0,Private,13,Married,Sales,White,Male,65,>50K
28.0,Private,11,Never-married,Tech-support,Black,Female,40,<=50K
45.0,Private,11,Widowed,Exec-managerial,White,Female,45,<=50K
44.0,Private,10,Married,Craft-repair,White,Male,55,<=50K
39.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
53.0,Public,14,Married,Prof-specialty,White,Female,40,>50K
21.0,Private,9,Never-married,Handlers-cleaners,White,Female,40,<=50K
26.0,Private,9,Never-married,Exec-managerial,White,Female,50,<=50K
27.0,Public,9,Married,Protective-serv,White,Female,40,<=50K
44.0,Private,10,Divorced,Sales,White,Female,46,<=50K
29.0,Private,13,Never-married,Prof-specialty,White,Female,50,>50K
20.0,Private,9,Never-married,Other-service,White,Female,38,<=50K
27.0,Private,10,Married,Craft-repair,Asian-Pac-Islander,Male,40,>50K
53.0,Private,9,Widowed,Machine-op-inspct,White,Male,40,<=50K
58.0,Self-employed,9,Married-spouse-absent,Other-service,White,Female,45,<=50K
24.0,Private,9,Married,Sales,White,Female,40,>50K
42.0,Self-employed,13,Married,Prof-specialty,White,Male,40,>50K
27.0,Private,14,Married,Exec-managerial,White,Male,45,>50K
39.0,Private,10,Married,Machine-op-inspct,White,Male,40,>50K
50.0,Public,9,Married,Transport-moving,White,Male,40,<=50K
37.0,Private,10,Divorced,Adm-clerical,White,Female,25,>50K
31.0,Private,13,Married,Prof-specialty,White,Female,40,>50K
39.0,Private,11,Married,Machine-op-inspct,White,Male,40,>50K
31.0,Private,13,Never-married,Exec-managerial,White,Female,50,>50K
45.0,Self-employed,4,Married,Exec-managerial,White,Male,52,<=50K
44.0,Private,10,Married,Prof-specialty,White,Male,40,>50K
47.0,Private,10,Divorced,Other-service,White,Female,40,<=50K
40.0,Self-employed,11,Married,Exec-managerial,White,Male,40,>50K
43.0,Private,10,Married,Craft-repair,White,Male,40,<=50K
28.0,Public,9,Never-married,Machine-op-inspct,White,Male,48,<=50K
50.0,Private,13,Married,Sales,White,Male,35,<=50K
56.0,Self-employed,3,Married,Exec-managerial,White,Male,67,>50K
22.0,Private,10,Never-married,Handlers-cleaners,White,Male,30,<=50K
29.0,Private,4,Married,Other-service,White,Female,40,<=50K
31.0,Private,9,Married,Machine-op-inspct,White,Male,40,<=50K
28.0,Private,9,Never-married,Protective-serv,Amer-Indian-Eskimo,Female,40,<=50K
28.0,Private,6,Widowed,Adm-clerical,White,Female,35,<=50K
20.0,Private,7,Never-married,Handlers-cleaners,White,Male,40,<=50K
31.0,Private,9,Married,Transport-moving,White,Male,50,<=50K
58.0,Self-employed,7,Married,Transport-moving,White,Male,60,<=50K
50.0,Private,13,Never-married,Sales,White,Female,32,<=50K
55.0,Self-employed,9,Divorced,Sales,White,Female,50,>50K
35.0,Private,10,Married,Machine-op-inspct,White,Male,50,<=50K
29.0,Private,9,Married,Exec-managerial,White,Female,40,<=50K
30.0,Private,13,Married,Craft-repair,White,Male,40,<=50K
29.0,Private,13,Never-married,Prof-specialty,Other,Female,50,<=50K
53.0,Public,16,Married,Prof-specialty,White,Male,50,>50K
43.0,Private,9,Married,Craft-repair,White,Male,44,<=50K
57.0,Self-employed,9,Widowed,Craft-repair,White,Female,38,<=50K
22.0,Private,13,Never-married,Other-service,White,Male,30,<=50K
29.0,Private,13,Never-married,Sales,White,Male,50,>50K
45.0,Private,13,Married,Exec-managerial,White,Male,55,>50K
90.0,Public,12,Married,Adm-clerical,Asian-Pac-Islander,Male,20,<=50K
44.0,Private,10,Divorced,Transport-moving,White,Male,50,<=50K
61.0,Private,9,Divorced,Exec-managerial,White,Female,40,<=50K
17.0,Private,8,Never-married,Other-service,White,Female,30,<=50K
39.0,Public,13,Never-married,Exec-managerial,White,Female,40,<=50K
29.0,Private,4,Married,Farming-fishing,White,Male,40,<=50K
35.0,Private,9,Never-married,Machine-op-inspct,White,Female,40,<=50K
46.0,Private,9,Married,Machine-op-inspct,White,Male,40,>50K
38.0,Private,9,Never-married,Adm-clerical,White,Female,38,<=50K
28.0,Private,6,Never-married,Craft-repair,White,Male,40,<=50K
30.0,Private,7,Married,Handlers-cleaners,Asian-Pac-Islander,Male,40,<=50K
32.0,Private,13,Never-married,Exec-managerial,White,Male,50,>50K
53.0,Private,9,Married,Tech-support,White,Male,40,>50K
37.0,Private,10,Divorced,Craft-repair,White,Male,50,<=50K
28.0,Private,9,Married,Machine-op-inspct,White,Male,50,<=50K
34.0,Self-employed,10,Married,Exec-managerial,White,Male,40,>50K
18.0,Private,10,Never-married,Craft-repair,White,Male,30,<=50K
36.0,Public,14,Never-married,Prof-specialty,White,Female,40,<=50K
58.0,Private,9,Never-married,Adm-clerical,White,Female,40,<=50K
29.0,Private,9,Divorced,Sales,White,Female,34,<=50K
64.0,Private,10,Married,Exec-managerial,White,Female,35,<=50K
42.0,Public,10,Married,Transport-moving,Black,Male,40,<=50K
35.0,Self-employed,13,Married,Sales,White,Male,60,<=50K
22.0,Private,9,Never-married,Adm-clerical,Black,Female,38,<=50K
43.0,Private,13,Married,Prof-specialty,White,Male,42,>50K
34.0,Public,10,Married,Exec-managerial,White,Male,40,>50K
61.0,Private,9,Married,Craft-repair,White,Male,45,>50K
57.0,Private,10,Married,Other-service,Other,Male,40,<=50K
25.0,Private,10,Never-married,Handlers-cleaners,Black,Male,40,<=50K
47.0,Public,14,Married,Prof-specialty,White,Male,60,>50K
43.0,Private,14,Divorced,Exec-managerial,White,Female,50,>50K
44.0,Self-employed,9,Married,Sales,White,Female,60,<=50K
28.0,Private,11,Never-married,Other-service,White,Female,40,<=50K
45.0,Private,14,Divorced,Transport-moving,White,Male,48,>50K
51.0,Private,10,Married,Exec-managerial,White,Male,45,<=50K
33.0,Private,6,Never-married,Handlers-cleaners,White,Male,40,<=50K
39.0,Private,12,Never-married,Other-service,White,Female,56,<=50K
36.0,Private,10,Married,Exec-managerial,White,Male,52,>50K
36.0,Private,9,Married,Craft-repair,White,Male,40,>50K
44.0,Private,10,Married,Transport-moving,White,Male,72,>50K
28.0,Private,12,Married,Sales,White,Male,30,<=50K
62.0,Public,9,Widowed,Exec-managerial,White,Female,36,<=50K
32.0,Private,9,Never-married,Other-service,White,Male,52,<=50K
35.0,Self-employed,13,Never-married,Prof-specialty,White,Female,40,<=50K
23.0,Private,13,Never-married,Exec-managerial,White,Male,40,<=50K
42.0,Self-employed,11,Married,Prof-specialty,White,Male,50,<=50K
56.0,Private,13,Married,Adm-clerical,White,Male,40,>50K
54.0,Private,11,Married,Sales,White,Male,50,<=50K
26.0,Self-employed,9,Married,Craft-repair,White,Male,50,<=50K
37.0,Private,11,Married,Craft-repair,White,Male,45,>50K
32.0,Private,13,Married,Exec-managerial,White,Male,60,>50K
42.0,Private,13,Married,Exec-managerial,White,Female,40,>50K
19.0,Private,8,Never-married,Handlers-cleaners,Black,Female,52,<=50K
28.0,Private,10,Never-married,Tech-support,White,Female,24,<=50K
57.0,Self-employed,9,Widowed,Craft-repair,White,Male,55,>50K
25.0,Private,4,Never-married,Handlers-cleaners,White,Male,40,<=50K
31.0,Private,10,Divorced,Craft-repair,Black,Male,40,<=50K
62.0,Private,13,Widowed,Exec-managerial,White,Male,50,>50K
59.0,Private,9,Married,Machine-op-inspct,White,Male,40,<=50K
23.0,Self-employed,13,Never-married,Adm-clerical,White,Male,40,>50K
32.0,Private,13,Married,Adm-clerical,White,Male,44,<=50K
28.0,Private,13,Married,Prof-specialty,White,Male,55,<=50K
29.0,Private,12,Never-married,Tech-support,White,Male,40,<=50K
47.0,Private,9,Married,Sales,White,Male,45,>50K
26.0,Private,13,Never-married,Craft-repair,White,Male,40,<=50K
48.0,Private,9,Divorced,Exec-managerial,Asian-Pac-Islander,Female,40,<=50K
31.0,Private,9,Divorced,Exec-managerial,White,Male,50,<=50K
47.0,Private,10,Divorced,Sales,White,Female,45,>50K
34.0,Private,9,Divorced,Transport-moving,White,Male,40,<=50K
52.0,Private,12,Married,Protective-serv,White,Male,40,>50K
43.0,Private,10,Married,Other-service,White,Female,20,>50K
30.0,Private,10,Married,Sales,White,Male,45,<=50K
54.0,Private,10,Widowed,Craft-repair,White,Female,50,<=50K
37.0,Private,13,Married,Craft-repair,White,Male,40,>50K
43.0,Public,9,Married-spouse-absent,Exec-managerial,White,Female,40,<=50K
46.0,Private,11,Married,Machine-op-inspct,White,Male,40,<=50K
34.0,Self-employed,12,Married,Adm-clerical,White,Female,36,<=50K
33.0,Public,9,Married,Other-service,White,Male,40,<=50K
55.0,Public,14,Widowed,Prof-specialty,White,Female,45,<=50K
42.0,Private,9,Married,Transport-moving,White,Male,50,<=50K
39.0,Private,5,Married,Other-service,Black,Female,34,<=50K
44.0,Public,14,Never-married,Prof-specialty,White,Female,40,<=50K
52.0,Private,9,Widowed,Sales,White,Female,40,<=50K
23.0,Private,9,Never-married,Craft-repair,White,Male,40,<=50K
37.0,Self-employed,13,Married,Sales,White,Male,20,>50K
36.0,Private,9,Married,Transport-moving,White,Female,40,>50K
41.0,Private,10,Divorced,Exec-managerial,White,Male,40,<=50K
25.0,Public,10,Married,Protective-serv,Black,Male,40,<=50K
41.0,Public,14,Divorced,Prof-specialty,White,Female,60,<=50K
29.0,Private,13,Married,Exec-managerial,White,Male,40,<=50K
55.0,Private,9,Divorced,Other-service,White,Female,40,<=50K
35.0,Private,9,Divorced,Transport-moving,White,Male,60,<=50K
34.0,Public,9,Married,Prof-specialty,White,Male,40,<=50K
49.0,Self-employed,9,Married,Exec-managerial,White,Male,50,<=50K
21.0,Private,9,Never-married,Adm-clerical,White,Female,35,<=50K
39.0,Private,9,Married,Craft-repair,White,Male,40,>50K
40.0,Private,9,Married,Exec-managerial,White,Male,40,<=50K
44.0,Public,9,Married,Prof-specialty,White,Female,40,>50K
22.0,Private,13,Never-married,Exec-managerial,White,Male,30,<=50K
58.0,Private,9,Widowed,Sales,White,Male,38,<=50K
46.0,Private,9,Married,Handlers-cleaners,White,Male,56,>50K
39.0,Private,14,Married,Transport-moving,White,Male,40,<=50K
34.0,Private,9,Married,Machine-op-inspct,Black,Male,40,<=50K
45.0,Public,9,Married,Exec-managerial,White,Female,40,<=50K
23.0,Private,13,Never-married,Tech-support,White,Female,40,<=50K
24.0,Private,2,Never-married,Handlers-cleaners,White,Male,55,<=50K
42.0,Private,9,Separated,Craft-repair,White,Male,40,<=50K
22.0,Private,11,Never-married,Exec-managerial,Asian-Pac-Islander,Male,40,<=50K
39.0,Private,9,Married,Sales,White,Male,46,>50K
33.0,Private,13,Married,Sales,White,Male,55,>50K
45.0,Private,9,Married,Transport-moving,White,Male,50,<=50K
28.0,Private,9,Separated,Handlers-cleaners,Other,Male,30,<=50K
36.0,Private,13,Never-married,Prof-specialty,White,Female,32,<=50K
43.0,Self-employed,9,Never-married,Exec-managerial,Black,Male,55,<=50K
45.0,Public,9,Married,Adm-clerical,Black,Male,80,>50K
39.0,Private,10,Separated,Machine-op-inspct,White,Male,40,<=50K
31.0,Private,9,Married,Craft-repair,White,Male,55,<=50K
26.0,Private,4,Married,Machine-op-inspct,Other,Male,40,<=50K
24.0,Private,9,Separated,Machine-op-inspct,Black,Female,40,<=50K
19.0,Private,5,Never-married,Farming-fishing,White,Male,16,<=50K
46.0,Private,14,Married,Prof-specialty,White,Male,35,>50K
27.0,Private,13,Divorced,Handlers-cleaners,Black,Male,40,<=50K
26.0,Private,11,Never-married,Adm-clerical,White,Female,40,<=50K
39.0,Private,13,Divorced,Exec-managerial,White,Male,45,>50K
42.0,Private,4,Married-spouse-absent,Prof-specialty,White,Male,35,<=50K
23.0,Private,10,Never-married,Other-service,White,Female,40,<=50K
35.0,Public,9,Divorced,Machine-op-inspct,White,Male,40,<=50K
52.0,Private,9,Divorced,Other-service,White,Male,30,<=50K
48.0,Private,3,Divorced,Machine-op-inspct,Other,Female,40,<=50K
58.0,Private,13,Widowed,Exec-managerial,White,Female,40,<=50K
53.0,Private,10,Divorced,Craft-repair,White,Male,48,>50K
53.0,Private,4,Divorced,Machine-op-inspct,Black,Female,56,<=50K
62.0,Private,13,Widowed,Tech-support,White,Female,7,<=50K
44.0,Public,8,Married,Other-service,White,Female,35,<=50K
35.0,Private,14,Never-married,Prof-specialty,White,Male,60,>50K
20.0,Private,9,Never-married,Sales,White,Male,48,<=50K
39.0,Private,13,Married,Adm-clerical,Asian-Pac-Islander,Male,40,>50K
56.0,Private,6,Married,Adm-clerical,Black,Male,40,<=50K
47.0,Self-employed,9,Married,Transport-moving,White,Male,45,>50K
35.0,Private,12,Never-married,Protective-serv,White,Male,40,<=50K
28.0,Private,9,Married,Transport-moving,White,Male,55,<=50K
39.0,Private,13,Divorced,Exec-managerial,White,Male,55,<=50K
34.0,Private,13,Married,Exec-managerial,White,Female,40,<=50K
50.0,Private,10,Married,Tech-support,White,Male,40,>50K
22.0,Private,9,Never-married,Handlers-cleaners,White,Male,40,<=50K
31.0,Private,13,Never-married,Exec-managerial,White,Female,50,>50K
43.0,Private,9,Married,Machine-op-inspct,White,Male,40,<=50K
42.0,Private,9,Married,Craft-repair,White,Male,40,>50K
23.0,Private,9,Never-married,Sales,Black,Male,40,<=50K
65.0,Private,9,Divorced,Other-service,White,Male,25,<=50K
40.0,Private,9,Separated,Sales,Black,Female,25,<=50K
53.0,Public,14,Married,Adm-clerical,White,Male,38,>50K
17.0,Private,7,Never-married,Handlers-cleaners,White,Male,15,<=50K
39.0,Private,9,Married,Craft-repair,White,Male,40,>50K
48.0,Private,9,Married,Adm-clerical,White,Male,45,>50K
47.0,Private,9,Married,Sales,White,Male,55,<=50K
21.0,Private,9,Never-married,Craft-repair,White,Male,40,<=50K
52.0,Private,13,Married,Exec-managerial,White,Male,55,>50K
30.0,Private,9,Married,Machine-op-inspct,Asian-Pac-Islander,Male,40,>50K
40.0,Public,13,Married,Prof-specialty,White,Female,40,>50K
29.0,Private,9,Never-married,Handlers-cleaners,White,Male,40,<=50K
19.0,Private,10,Never-married,Other-service,White,Male,35,<=50K
37.0,Private,12,Married,Prof-specialty,White,Male,45,<=50K
35.0,Private,10,Married,Prof-specialty,Amer-Indian-Eskimo,Male,60,<=50K
20.0,Public,9,Never-married,Transport-moving,White,Male,40,<=50K
28.0,Private,9,Never-married,Adm-clerical,White,Male,40,<=50K
32.0,Private,9,Married,Machine-op-inspct,White,Male,40,<=50K
23.0,Private,10,Never-married,Priv-house-serv,White,Female,6,<=50K
32.0,Public,9,Divorced,Craft-repair,White,Male,40,<=50K
42.0,Private,12,Married,Craft-repair,White,Male,50,>50K
54.0,Self-employed,9,Married,Craft-repair,White,Male,35,<=50K
27.0,Private,13,Married,Tech-support,White,Male,30,<=50K
35.0,Self-employed,10,Married,Sales,White,Male,50,>50K
34.0,Private,10,Never-married,Adm-clerical,White,Female,40,<=50K
62.0,Private,4,Married,Transport-moving,White,Male,53,<=50K
63.0,Public,9,Widowed,Handlers-cleaners,Black,Male,40,<=50K
50.0,Private,10,Never-married,Handlers-cleaners,White,Male,38,<=50K
52.0,Private,10,Married,Exec-managerial,White,Male,45,>50K
54.0,Self-employed,9,Married,Exec-managerial,White,Male,36,>50K
19.0,Private,9,Never-married,Other-service,White,Female,15,<=50K
21.0,Private,10,Never-married,Handlers-cleaners,Asian-Pac-Islander,Male,40,<=50K
26.0,Private,9,Never-married,Exec-managerial,White,Male,40,<=50K
49.0,Private,13,Married,Exec-managerial,White,Male,40,<=50K
43.0,Private,9,Divorced,Machine-op-inspct,White,Female,50,<=50K
59.0,Private,6,Married,Transport-moving,Black,Male,40,>50K
54.0,Private,13,Married,Exec-managerial,Asian-Pac-Islander,Male,60,>50K
18.0,Private,8,Never-married,Sales,White,Female,35,<=50K
23.0,Public,13,Never-married,Prof-specialty,White,Female,40,<=50K
36.0,Private,13,Never-married,Other-service,White,Female,40,<=50K
43.0,Private,10,Never-married,Adm-clerical,White,Male,25,<=50K
26.0,Private,8,Never-married,Handlers-cleaners,White,Male,40,<=50K
47.0,Private,7,Married,Craft-repair,White,Male,40,>50K
49.0,Public,13,Married,Prof-specialty,White,Female,45,<=50K
33.0,Self-employed,7,Married,Exec-managerial,White,Male,70,<=50K
25.0,Private,11,Never-married,Sales,White,Male,40,>50K
41.0,Public,16,Married,Prof-specialty,White,Male,50,>50K
30.0,Public,10,Married,Adm-clerical,White,Male,48,>50K
23.0,Private,10,Never-married,Adm-clerical,White,Female,30,<=50K
45.0,Private,10,Married,Transport-moving,White,Male,55,<=50K
38.0,Private,9,Married,Other-service,White,Male,40,<=50K
42.0,Public,11,Divorced,Adm-clerical,Black,Female,40,>50K
43.0,Private,8,Married,Craft-repair,White,Male,40,<=50K
72.0,Private,6,Married,Other-service,White,Male,12,<=50K
38.0,Public,10,Separated,Exec-managerial,White,Female,45,<=50K
45.0,Private,10,Married,Craft-repair,White,Male,40,>50K
55.0,Private,9,Divorced,Transport-moving,White,Male,40,<=50K
38.0,Private,10,Never-married,Adm-clerical,White,Female,40,<=50K
41.0,Private,9,Married,Other-service,White,Male,40,<=50K
43.0,Private,11,Married,Exec-managerial,White,Male,40,>50K
41.0,Private,14,Married,Exec-managerial,White,Female,40,>50K
31.0,Private,10,Married,Machine-op-inspct,Black,Male,40,<=50K
42.0,Private,14,Married,Prof-specialty,White,Male,50,>50K
36.0,Private,13,Never-married,Adm-clerical,White,Female,32,<=50K
71.0,Private,4,Widowed,Transport-moving,White,Male,10,<=50K
42.0,Private,10,Divorced,Adm-clerical,White,Female,40,<=50K
26.0,Private,13,Never-married,Sales,Asian-Pac-Islander,Female,40,<=50K
44.0,Self-employed,15,Married,Prof-specialty,White,Male,70,>50K
73.0,Private,9,Widowed,Other-service,White,Female,37,<=50K
52.0,Public,10,Divorced,Adm-clerical,White,Male,40,<=50K
50.0,Private,9,Divorced,Protective-serv,White,Male,40,<=50K
45.0,Private,14,Married,Exec-managerial,White,Male,43,>50K
68.0,Private,16,Married,Prof-specialty,White,Male,55,>50K
33.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
20.0,Private,10,Never-married,Handlers-cleaners,White,Male,50,<=50K
54.0,Private,10,Married,Craft-repair,White,Male,40,>50K
51.0,Private,9,Married,Sales,White,Male,45,<=50K
33.0,Private,13,Married,Exec-managerial,White,Male,40,>50K
42.0,Public,10,Married,Craft-repair,White,Male,40,>50K
45.0,Public,9,Divorced,Adm-clerical,White,Female,40,<=50K
25.0,Private,9,Never-married,Other-service,White,Female,10,<=50K
53.0,Private,14,Married,Exec-managerial,White,Male,40,>50K
27.0,Self-employed,9,Separated,Adm-clerical,White,Male,38,<=50K
49.0,Private,10,Married,Adm-clerical,White,Male,45,>50K
31.0,Private,13,Married,Exec-managerial,White,Male,50,<=50K
34.0,Private,10,Separated,Craft-repair,White,Male,45,<=50K
39.0,Private,9,Married,Adm-clerical,White,Female,25,<=50K
59.0,Private,2,Married,Machine-op-inspct,White,Male,40,<=50K
28.0,Private,9,Never-married,Sales,White,Male,48,<=50K
33.0,Private,16,Married,Prof-specialty,White,Male,55,>50K
30.0,Private,13,Married,Adm-clerical,White,Male,40,>50K
39.0,Private,10,Divorced,Other-service,White,Female,60,<=50K
19.0,Private,9,Never-married,Handlers-cleaners,White,Male,50,<=50K
20.0,Private,9,Never-married,Sales,White,Male,60,<=50K
36.0,Private,9,Married,Transport-moving,White,Male,60,>50K
38.0,Private,9,Never-married,Other-service,Black,Male,40,<=50K
32.0,Self-employed,9,Married,Transport-moving,White,Male,60,>50K
26.0,Private,9,Never-married,Adm-clerical,Asian-Pac-Islander,Male,80,>50K
